"catchID","Date","Flow_Top_Calib","Min_500","Max_500"
39001,1891-01-01,108.978,74.457,158.539
39001,1891-01-02,102.175,67.813,157.226
39001,1891-01-03,94.89,65.712,153.233
39001,1891-01-04,89.122,61.168,149.808
39001,1891-01-05,85.173,56.862,146.449
39001,1891-01-06,82.589,56.162,141.706
39001,1891-01-07,81.477,57.451,136.687
39001,1891-01-08,78.184,56.117,132.539
39001,1891-01-09,74.422,53.022,128.508
39001,1891-01-10,71.226,50.264,124.784
39001,1891-01-11,68.616,47.789,121.017
39001,1891-01-12,65.768,45.557,117.269
39001,1891-01-13,63.105,43.536,113.778
39001,1891-01-14,60.712,41.692,110.563
39001,1891-01-15,58.592,40.545,107.566
39001,1891-01-16,56.816,40.053,104.808
39001,1891-01-17,55.398,38.43,101.787
39001,1891-01-18,54.342,37.088,98.811
39001,1891-01-19,53.678,36.043,96.003
39001,1891-01-20,52.783,34.864,98.373
39001,1891-01-21,53.333,34.651,90.86
39001,1891-01-22,56.184,35.853,102.525
39001,1891-01-23,62.738,39.321,124.386
39001,1891-01-24,75.399,46.482,151.546
39001,1891-01-25,83.934,48.489,209.105
39001,1891-01-26,98.82,49.623,195.813
39001,1891-01-27,123.511,51.615,236.038
39001,1891-01-28,135.135,54.64,187.739
39001,1891-01-29,128.026,57.594,191.675
39001,1891-01-30,126.72,60.735,249.903
39001,1891-01-31,139.904,63.767,297.685
39001,1891-02-01,169.521,67.373,311.229
39001,1891-02-02,211.352,70.636,333.467
39001,1891-02-03,227.793,74.461,289.569
39001,1891-02-04,213.656,78.171,264.38
39001,1891-02-05,179.769,83.013,265.825
39001,1891-02-06,151.929,79.606,245.895
39001,1891-02-07,131.823,71.985,217.831
39001,1891-02-08,116.763,60.914,211.661
39001,1891-02-09,105.09,54.87,206.63
39001,1891-02-10,95.79,51.802,196.989
39001,1891-02-11,88.21,49.987,175.741
39001,1891-02-12,81.914,48.748,172.124
39001,1891-02-13,76.595,47.573,158.241
39001,1891-02-14,72.035,45.222,138.138
39001,1891-02-15,68.078,42.952,127.492
39001,1891-02-16,64.604,40.963,119.084
39001,1891-02-17,61.526,39.196,112.584
39001,1891-02-18,58.774,37.606,107.689
39001,1891-02-19,56.294,36.16,103.192
39001,1891-02-20,54.044,34.831,99.046
39001,1891-02-21,51.988,33.599,95.208
39001,1891-02-22,50.099,32.449,91.644
39001,1891-02-23,48.353,31.369,88.505
39001,1891-02-24,46.732,30.349,85.944
39001,1891-02-25,45.219,29.2,83.497
39001,1891-02-26,43.804,28.054,81.157
39001,1891-02-27,42.475,26.976,78.917
39001,1891-02-28,41.223,25.96,76.77
39001,1891-03-01,40.039,25.001,74.712
39001,1891-03-02,38.914,24.096,72.738
39001,1891-03-03,37.843,23.238,70.841
39001,1891-03-04,36.823,22.423,69.018
39001,1891-03-05,35.848,21.649,67.264
39001,1891-03-06,34.915,20.913,65.577
39001,1891-03-07,34.381,20.585,93.038
39001,1891-03-08,35.244,20.514,87.21
39001,1891-03-09,38.565,21.487,116.076
39001,1891-03-10,46.31,24.274,128.337
39001,1891-03-11,61.87,29.158,169.175
39001,1891-03-12,71.742,30.983,161.281
39001,1891-03-13,81.453,31.855,171.908
39001,1891-03-14,84.029,33.333,160.482
39001,1891-03-15,79.764,34.879,167.089
39001,1891-03-16,75.877,36.935,127.599
39001,1891-03-17,75.361,38.237,118.195
39001,1891-03-18,79.257,39.259,112.696
39001,1891-03-19,87.875,39.974,123.792
39001,1891-03-20,85.973,41.011,118.744
39001,1891-03-21,83.333,39.899,113.147
39001,1891-03-22,76.998,38.819,105.867
39001,1891-03-23,70.805,37.773,102.695
39001,1891-03-24,65.59,36.764,95.886
39001,1891-03-25,61.208,36.125,95.922
39001,1891-03-26,57.672,35.006,91.665
39001,1891-03-27,54.937,34.129,85.039
39001,1891-03-28,52.951,33.116,85.068
39001,1891-03-29,51.663,32.289,81.687
39001,1891-03-30,49.424,30.879,75.85
39001,1891-03-31,47.678,29.771,71.091
39001,1891-04-01,46.848,29.12,68.641
39001,1891-04-02,47.01,28.98,66.663
39001,1891-04-03,48.293,29.426,64.893
39001,1891-04-04,47.194,28.557,96.317
39001,1891-04-05,47.37,28.508,93.192
39001,1891-04-06,50.347,29.898,114.887
39001,1891-04-07,57.088,31.56,105.655
39001,1891-04-08,67.272,32.438,125.516
39001,1891-04-09,66.41,33.387,103.153
39001,1891-04-10,62.84,32.584,111.288
39001,1891-04-11,59.22,31.797,107.098
39001,1891-04-12,56.185,31.034,93.457
39001,1891-04-13,52.9,30.293,72.581
39001,1891-04-14,49.856,29.572,77.632
39001,1891-04-15,47.15,28.785,79.49
39001,1891-04-16,44.729,27.591,77.371
39001,1891-04-17,42.539,26.322,70.913
39001,1891-04-18,40.546,25.132,67.593
39001,1891-04-19,38.728,24.019,61.76
39001,1891-04-20,37.053,22.973,59.157
39001,1891-04-21,35.497,21.949,57.536
39001,1891-04-22,34.047,20.906,55.917
39001,1891-04-23,32.692,19.792,54.312
39001,1891-04-24,31.426,18.781,52.785
39001,1891-04-25,30.242,17.849,51.329
39001,1891-04-26,29.124,16.98,49.937
39001,1891-04-27,28.065,16.168,48.605
39001,1891-04-28,27.059,15.407,47.327
39001,1891-04-29,26.103,14.692,46.1
39001,1891-04-30,25.193,14.021,44.918
39001,1891-05-01,24.412,13.559,43.784
39001,1891-05-02,24.079,13.957,45.461
39001,1891-05-03,24.596,14.237,46.267
39001,1891-05-04,26.266,14.424,54.683
39001,1891-05-05,29.462,15.002,55.286
39001,1891-05-06,31.776,15.362,57.387
39001,1891-05-07,30.91,14.899,65.56
39001,1891-05-08,29.517,14.381,58.427
39001,1891-05-09,28.257,13.895,58.393
39001,1891-05-10,27.126,13.442,43.466
39001,1891-05-11,26.12,13.021,40.737
39001,1891-05-12,25.089,12.597,43.148
39001,1891-05-13,24.105,12.19,45.419
39001,1891-05-14,23.18,11.804,43.251
39001,1891-05-15,22.335,11.44,38.702
39001,1891-05-16,21.638,11.112,37.605
39001,1891-05-17,21.339,10.876,67.574
39001,1891-05-18,22.058,10.878,67.361
39001,1891-05-19,24.316,11.222,78.848
39001,1891-05-20,27.872,11.867,66.344
39001,1891-05-21,34.191,13.079,92.19
39001,1891-05-22,35.334,13.21,86.814
39001,1891-05-23,35.11,13.227,105.608
39001,1891-05-24,35.882,13.525,91.223
39001,1891-05-25,36.834,13.894,89.56
39001,1891-05-26,37.273,14.168,76.288
39001,1891-05-27,38.97,14.884,67.281
39001,1891-05-28,42.864,16.167,75.687
39001,1891-05-29,42.248,16.278,71.8
39001,1891-05-30,41.22,16.292,71.572
39001,1891-05-31,41.037,16.567,63.927
39001,1891-06-01,38.986,16.094,62.955
39001,1891-06-02,36.768,15.574,61.139
39001,1891-06-03,34.857,15.1,59.509
39001,1891-06-04,33.346,14.717,59.818
39001,1891-06-05,32.378,14.484,57.801
39001,1891-06-06,31.677,14.314,54.511
39001,1891-06-07,31.473,14.309,51.955
39001,1891-06-08,31.176,14.257,48.538
39001,1891-06-09,29.829,13.826,46.089
39001,1891-06-10,28.364,13.37,43.089
39001,1891-06-11,27.006,12.933,40.164
39001,1891-06-12,25.743,12.514,38.375
39001,1891-06-13,24.565,12.113,37.648
39001,1891-06-14,23.463,11.73,36.992
39001,1891-06-15,22.43,11.364,36.361
39001,1891-06-16,21.463,11.016,35.761
39001,1891-06-17,20.557,10.589,35.133
39001,1891-06-18,19.708,9.86,34.325
39001,1891-06-19,18.913,9.245,33.427
39001,1891-06-20,18.164,8.713,32.557
39001,1891-06-21,17.455,8.244,31.715
39001,1891-06-22,16.813,7.871,30.901
39001,1891-06-23,16.306,7.681,30.12
39001,1891-06-24,16.026,7.777,29.377
39001,1891-06-25,16.16,8.441,28.684
39001,1891-06-26,16.874,8.6,28.645
39001,1891-06-27,17.509,8.555,27.522
39001,1891-06-28,18.582,8.588,30.85
39001,1891-06-29,18.496,8.451,34.34
39001,1891-06-30,17.813,8.241,38.021
39001,1891-07-01,17.137,8.037,29.152
39001,1891-07-02,16.624,7.858,28.257
39001,1891-07-03,16.325,7.713,25.788
39001,1891-07-04,16.295,7.609,26.766
39001,1891-07-05,16.612,7.559,27.291
39001,1891-07-06,16.476,7.446,27.617
39001,1891-07-07,16.572,7.397,29.931
39001,1891-07-08,17.02,7.429,33.847
39001,1891-07-09,18.184,7.615,40.586
39001,1891-07-10,19.228,7.802,38.012
39001,1891-07-11,20.433,8.056,43.119
39001,1891-07-12,20.116,7.957,44.02
39001,1891-07-13,19.292,7.771,42.991
39001,1891-07-14,18.48,7.584,35.385
39001,1891-07-15,17.718,7.404,31.244
39001,1891-07-16,17.002,7.23,32.716
39001,1891-07-17,16.33,7.062,33.873
39001,1891-07-18,15.697,6.899,33.792
39001,1891-07-19,15.105,6.743,32.131
39001,1891-07-20,14.562,6.594,28.545
39001,1891-07-21,14.072,6.453,26.251
39001,1891-07-22,13.648,6.283,24.611
39001,1891-07-23,13.325,5.981,23.512
39001,1891-07-24,13.013,5.881,22.985
39001,1891-07-25,12.782,5.969,22.481
39001,1891-07-26,12.674,5.906,22.004
39001,1891-07-27,12.419,5.802,21.556
39001,1891-07-28,12.297,5.722,21.144
39001,1891-07-29,12.451,5.685,21.172
39001,1891-07-30,13.039,5.716,24.18
39001,1891-07-31,13.66,5.77,26.406
39001,1891-08-01,14.043,5.803,28.587
39001,1891-08-02,14.733,5.906,32.304
39001,1891-08-03,14.938,5.923,32.674
39001,1891-08-04,14.832,5.892,35.849
39001,1891-08-05,14.938,5.917,31.355
39001,1891-08-06,15.395,6.022,29.442
39001,1891-08-07,15.441,6.033,28.569
39001,1891-08-08,15.046,5.946,28.265
39001,1891-08-09,14.57,5.842,27.888
39001,1891-08-10,14.216,5.764,28.535
39001,1891-08-11,14.061,5.73,27.765
39001,1891-08-12,14.139,5.75,26.934
39001,1891-08-13,14.225,5.773,26.708
39001,1891-08-14,14.068,5.738,26.322
39001,1891-08-15,13.63,5.632,24.961
39001,1891-08-16,13.162,5.522,23.81
39001,1891-08-17,12.753,5.422,23.227
39001,1891-08-18,12.497,5.354,22.904
39001,1891-08-19,12.473,5.338,22.725
39001,1891-08-20,12.982,5.495,112.048
39001,1891-08-21,14.875,6.179,119.633
39001,1891-08-22,18.039,7.386,152.032
39001,1891-08-23,25.284,7.987,115.562
39001,1891-08-24,38.04,8.311,170.603
39001,1891-08-25,38.123,8.796,146.595
39001,1891-08-26,36.046,9.507,174.308
39001,1891-08-27,35.726,9.924,159.354
39001,1891-08-28,38.803,10.469,144.563
39001,1891-08-29,47.307,11.243,189.295
39001,1891-08-30,62.005,12.235,183.428
39001,1891-08-31,78.86,13.281,185.255
39001,1891-09-01,79.736,14.591,170.361
39001,1891-09-02,76.215,16.284,155.903
39001,1891-09-03,75.486,18.151,167.575
39001,1891-09-04,76.403,19.491,127.435
39001,1891-09-05,69.919,20.699,105.606
39001,1891-09-06,63.057,22.156,113.321
39001,1891-09-07,57.403,23.972,118.926
39001,1891-09-08,52.685,25.719,108.142
39001,1891-09-09,48.703,23.544,103.316
39001,1891-09-10,45.319,19.541,94.143
39001,1891-09-11,42.215,16.505,82.474
39001,1891-09-12,39.446,14.808,74.701
39001,1891-09-13,36.986,13.765,69.038
39001,1891-09-14,34.86,13.013,63.655
39001,1891-09-15,33.193,12.43,56.284
39001,1891-09-16,32.025,12.316,50.495
39001,1891-09-17,31.381,12.621,45.861
39001,1891-09-18,31.326,13.388,43.687
39001,1891-09-19,30.284,14.783,42.702
39001,1891-09-20,29.466,17.089,41.519
39001,1891-09-21,29.407,20.716,43.564
39001,1891-09-22,30.23,22.208,41.444
39001,1891-09-23,31.851,23.175,45.442
39001,1891-09-24,33.385,25.219,44.266
39001,1891-09-25,35.804,24.916,50.681
39001,1891-09-26,35.511,24.551,46.012
39001,1891-09-27,33.769,24.197,48.349
39001,1891-09-28,32.034,23.839,44.025
39001,1891-09-29,30.444,22.565,40.156
39001,1891-09-30,29.03,21.268,37.711
39001,1891-10-01,27.997,19.396,55.71
39001,1891-10-02,27.857,17.308,47.094
39001,1891-10-03,28.91,17.781,50.096
39001,1891-10-04,31.298,20.37,44.273
39001,1891-10-05,35.311,25.178,55.525
39001,1891-10-06,35.679,25.971,187.304
39001,1891-10-07,38.586,26.282,189.828
39001,1891-10-08,48.088,26.951,272.446
39001,1891-10-09,69.565,27.833,237.764
39001,1891-10-10,108.197,28.398,305.192
39001,1891-10-11,120.734,29.275,230.101
39001,1891-10-12,121.783,30.546,264.806
39001,1891-10-13,129.248,32.289,268.69
39001,1891-10-14,150.66,34.617,254.677
39001,1891-10-15,160.929,37.054,289.768
39001,1891-10-16,172.744,40.158,330.948
39001,1891-10-17,201.428,44.321,339.524
39001,1891-10-18,222.199,49.854,328.884
39001,1891-10-19,237.955,56.804,354.366
39001,1891-10-20,238.21,62.335,350.858
39001,1891-10-21,235.467,67.63,469.301
39001,1891-10-22,263.593,74.199,710.573
39001,1891-10-23,311.145,82.815,821.353
39001,1891-10-24,362.704,91.371,666.587
39001,1891-10-25,452.795,100.532,682.088
39001,1891-10-26,470.406,112.535,655.084
39001,1891-10-27,355.918,125.057,573.659
39001,1891-10-28,279.65,138.398,525.965
39001,1891-10-29,243.835,114.269,527.554
39001,1891-10-30,221.869,92.102,477.015
39001,1891-10-31,185.406,78.908,448.822
39001,1891-11-01,156.352,70.303,432.703
39001,1891-11-02,135.593,64.196,407.21
39001,1891-11-03,120.083,53.185,398.798
39001,1891-11-04,108.093,48.169,389.139
39001,1891-11-05,98.559,45.482,356.236
39001,1891-11-06,90.791,43.852,309.433
39001,1891-11-07,84.342,42.731,274.583
39001,1891-11-08,79.022,42.009,249.262
39001,1891-11-09,75.334,42.482,231.209
39001,1891-11-10,75.736,47.413,267.539
39001,1891-11-11,85.727,60.661,358.431
39001,1891-11-12,114.784,62.918,479.37
39001,1891-11-13,176.695,67.365,482.903
39001,1891-11-14,271.864,75.872,523.317
39001,1891-11-15,317.327,83.351,443.453
39001,1891-11-16,312.085,91.666,403.893
39001,1891-11-17,276.677,102.502,422.309
39001,1891-11-18,248.011,114.916,397.699
39001,1891-11-19,232.781,131.607,328.752
39001,1891-11-20,211.007,125.674,330.058
39001,1891-11-21,188.93,103.375,349.506
39001,1891-11-22,169.259,88.132,326.33
39001,1891-11-23,148.492,78.518,281.098
39001,1891-11-24,130.905,71.996,275.043
39001,1891-11-25,117.45,65.01,256.695
39001,1891-11-26,107.598,58.203,232.944
39001,1891-11-27,101.153,56.825,219.036
39001,1891-11-28,98.857,59.859,206.322
39001,1891-11-29,103.14,68.984,197.698
39001,1891-11-30,112.409,80.971,189.07
39001,1891-12-01,125.277,87.042,334.507
39001,1891-12-02,155.472,86.156,420.492
39001,1891-12-03,174.038,90.187,438.275
39001,1891-12-04,210.12,98.937,432.95
39001,1891-12-05,282.445,105.206,421.046
39001,1891-12-06,273.065,112.931,346.622
39001,1891-12-07,244.01,122.706,325.829
39001,1891-12-08,229.583,134.852,346.021
39001,1891-12-09,234.892,150.185,332.679
39001,1891-12-10,255.101,155.88,320.96
39001,1891-12-11,267.347,163.347,358.636
39001,1891-12-12,280.632,172.081,337.181
39001,1891-12-13,293.66,179.691,481.032
39001,1891-12-14,325.862,190.818,560.762
39001,1891-12-15,335.901,198.971,491.051
39001,1891-12-16,384.155,202.682,516.807
39001,1891-12-17,402.605,194.1,447.409
39001,1891-12-18,328.356,141.991,408.892
39001,1891-12-19,268.466,116.575,368.598
39001,1891-12-20,217.881,102.104,364.442
39001,1891-12-21,182.388,92.962,349.553
39001,1891-12-22,157.763,84.145,331.295
39001,1891-12-23,139.752,75.294,314.929
39001,1891-12-24,126.041,71.386,301.847
39001,1891-12-25,115.412,69.408,296.536
39001,1891-12-26,107.897,69.465,282.328
39001,1891-12-27,104.94,73.682,262.648
39001,1891-12-28,108.635,83.158,244.378
39001,1891-12-29,121.499,91.774,228.223
39001,1891-12-30,143.451,96.826,226.914
39001,1891-12-31,162.328,97.709,231.259
39001,1892-01-01,170.148,101.964,219.139
39001,1892-01-02,173.74,108.548,217.503
39001,1892-01-03,181.699,113.013,229.873
39001,1892-01-04,164.53,101.047,201.254
39001,1892-01-05,144.133,91.931,179.924
39001,1892-01-06,128.855,87.553,176.835
39001,1892-01-07,118.385,79.515,176.907
39001,1892-01-08,112.28,76.426,175.171
39001,1892-01-09,110.47,79.225,172.911
39001,1892-01-10,111.105,81.443,170.148
39001,1892-01-11,109.886,79.494,166.987
39001,1892-01-12,107.108,77.736,164.122
39001,1892-01-13,102.03,71.655,158.488
39001,1892-01-14,98.023,66.495,152.7
39001,1892-01-15,94.438,62.077,147.529
39001,1892-01-16,89.081,61.079,142.982
39001,1892-01-17,84.883,60.555,139.033
39001,1892-01-18,82.746,58.284,135.662
39001,1892-01-19,82.977,57.591,132.619
39001,1892-01-20,85.848,58.665,129.374
39001,1892-01-21,85.544,57.642,126.028
39001,1892-01-22,84.014,56.137,122.522
39001,1892-01-23,81.809,54.232,119.345
39001,1892-01-24,80.516,52.985,116.405
39001,1892-01-25,81.123,52.953,113.431
39001,1892-01-26,82.135,53.088,110.775
39001,1892-01-27,78.802,50.65,108.481
39001,1892-01-28,75.347,48.287,106.548
39001,1892-01-29,73.125,46.62,104.971
39001,1892-01-30,72.236,45.729,103.009
39001,1892-01-31,72.636,45.604,100.993
39001,1892-02-01,70.518,43.905,98.924
39001,1892-02-02,68.969,42.718,97.011
39001,1892-02-03,69.196,42.55,95.371
39001,1892-02-04,69.703,42.516,93.818
39001,1892-02-05,71.263,43.19,91.818
39001,1892-02-06,71.744,43.233,89.925
39001,1892-02-07,69.279,41.615,88.26
39001,1892-02-08,67.224,40.357,86.835
39001,1892-02-09,66.283,39.674,85.633
39001,1892-02-10,66.946,39.909,84.19
39001,1892-02-11,68.292,40.524,85.145
39001,1892-02-12,68.674,40.616,84.076
39001,1892-02-13,65.799,38.855,81.33
39001,1892-02-14,62.778,37.12,80.564
39001,1892-02-15,60.822,35.901,79.984
39001,1892-02-16,60.414,35.492,83.193
39001,1892-02-17,61.953,36.144,86.306
39001,1892-02-18,66.068,38.233,91.45
39001,1892-02-19,68.442,39.35,90.682
39001,1892-02-20,68.128,39.144,90.915
39001,1892-02-21,69.719,40.17,98.323
39001,1892-02-22,71.069,40.989,111.505
39001,1892-02-23,74.911,42.777,107.443
39001,1892-02-24,80.205,43.195,113.309
39001,1892-02-25,79.38,43.825,103.446
39001,1892-02-26,76.538,43.597,104.806
39001,1892-02-27,75.054,43.315,100.205
39001,1892-02-28,73.791,42.124,92.834
39001,1892-02-29,70.139,40.988,91.665
39001,1892-03-01,66.117,39.6,93.33
39001,1892-03-02,62.805,38.44,91.192
39001,1892-03-03,60.275,37.266,88.603
39001,1892-03-04,58.48,36.148,85.637
39001,1892-03-05,57.126,35.242,82.607
39001,1892-03-06,54.715,33.668,77.977
39001,1892-03-07,52.276,32.118,74.898
39001,1892-03-08,50.062,30.667,73.617
39001,1892-03-09,48.08,29.326,72.016
39001,1892-03-10,46.425,28.149,70.231
39001,1892-03-11,45.173,27.177,68.547
39001,1892-03-12,44.357,26.433,67.003
39001,1892-03-13,43.996,25.927,65.591
39001,1892-03-14,43.05,25.129,64.275
39001,1892-03-15,42.084,24.357,103.782
39001,1892-03-16,42.768,24.399,100.671
39001,1892-03-17,45.937,25.626,122.863
39001,1892-03-18,52.476,28.44,105.871
39001,1892-03-19,63.727,30.067,131.602
39001,1892-03-20,62.367,30.724,107.982
39001,1892-03-21,58.366,29.747,121.052
39001,1892-03-22,54.969,28.847,109.672
39001,1892-03-23,52.185,28.072,97.366
39001,1892-03-24,49.987,27.257,71.179
39001,1892-03-25,48.343,26.443,77.374
39001,1892-03-26,46.859,25.667,82.336
39001,1892-03-27,44.996,24.688,81.011
39001,1892-03-28,43.467,23.861,72.136
39001,1892-03-29,42.461,23.248,69.049
39001,1892-03-30,42,22.863,63.201
39001,1892-03-31,41.053,22.257,58.788
39001,1892-04-01,39.461,21.395,57.21
39001,1892-04-02,37.862,20.551,56.029
39001,1892-04-03,36.375,19.75,54.958
39001,1892-04-04,34.987,18.99,53.943
39001,1892-04-05,33.686,18.268,52.879
39001,1892-04-06,32.462,17.583,51.818
39001,1892-04-07,31.308,16.933,50.834
39001,1892-04-08,30.217,16.315,49.923
39001,1892-04-09,29.182,15.728,48.95
39001,1892-04-10,28.199,15.17,47.841
39001,1892-04-11,27.263,14.64,46.703
39001,1892-04-12,26.371,14.136,45.604
39001,1892-04-13,25.578,13.671,44.543
39001,1892-04-14,25.026,13.279,43.528
39001,1892-04-15,24.798,12.98,42.563
39001,1892-04-16,24.976,12.79,41.649
39001,1892-04-17,25.62,12.721,40.788
39001,1892-04-18,25.19,12.388,39.981
39001,1892-04-19,24.596,12.055,39.228
39001,1892-04-20,23.893,11.7,38.533
39001,1892-04-21,23.396,11.402,37.905
39001,1892-04-22,23.231,11.182,37.348
39001,1892-04-23,23.45,11.051,36.865
39001,1892-04-24,24.109,11.017,37.982
39001,1892-04-25,23.537,10.72,36.135
39001,1892-04-26,22.717,10.408,36.347
39001,1892-04-27,22.024,10.125,35.494
39001,1892-04-28,21.662,9.908,36.971
39001,1892-04-29,21.728,9.777,38.246
39001,1892-04-30,22.3,9.745,36.762
39001,1892-05-01,23.472,9.824,39.806
39001,1892-05-02,22.981,9.588,37.008
39001,1892-05-03,22.137,9.326,40.7
39001,1892-05-04,21.348,9.077,34.201
39001,1892-05-05,20.617,8.839,34.268
39001,1892-05-06,19.945,8.613,34.577
39001,1892-05-07,19.327,8.398,35.121
39001,1892-05-08,18.702,8.185,34.932
39001,1892-05-09,18.094,7.98,33.455
39001,1892-05-10,17.509,7.782,31.814
39001,1892-05-11,16.947,7.592,30.729
39001,1892-05-12,16.407,7.409,30.069
39001,1892-05-13,15.888,7.233,29.429
39001,1892-05-14,15.39,7.063,28.808
39001,1892-05-15,14.911,6.899,28.208
39001,1892-05-16,14.453,6.742,27.625
39001,1892-05-17,14.015,6.59,27.051
39001,1892-05-18,13.596,6.444,26.484
39001,1892-05-19,13.194,6.302,25.93
39001,1892-05-20,12.807,6.166,25.388
39001,1892-05-21,12.435,6.034,24.859
39001,1892-05-22,12.078,5.811,24.343
39001,1892-05-23,11.735,5.58,23.839
39001,1892-05-24,11.403,5.361,23.349
39001,1892-05-25,11.131,5.226,26.279
39001,1892-05-26,11.09,5.436,30.43
39001,1892-05-27,11.477,5.414,33.151
39001,1892-05-28,12.466,5.417,36.671
39001,1892-05-29,14.283,5.483,35.179
39001,1892-05-30,15.462,5.524,43.479
39001,1892-05-31,15.186,5.429,59.306
39001,1892-06-01,14.689,5.326,49.894
39001,1892-06-02,14.345,5.241,47.482
39001,1892-06-03,14.198,5.178,34.026
39001,1892-06-04,14.306,5.144,28.873
39001,1892-06-05,14.786,5.154,31.809
39001,1892-06-06,14.759,5.107,35.14
39001,1892-06-07,14.814,5.083,34.361
39001,1892-06-08,15.161,5.097,31.749
39001,1892-06-09,15.084,5.056,30.103
39001,1892-06-10,14.611,4.967,29.207
39001,1892-06-11,14.099,4.875,29.244
39001,1892-06-12,13.611,4.785,29.328
39001,1892-06-13,13.147,4.698,28.962
39001,1892-06-14,12.707,4.613,28.233
39001,1892-06-15,12.288,4.531,27.623
39001,1892-06-16,11.89,4.451,26.264
39001,1892-06-17,11.509,4.373,24.726
39001,1892-06-18,11.147,4.297,23.359
39001,1892-06-19,10.801,4.224,22.136
39001,1892-06-20,10.472,4.152,21.034
39001,1892-06-21,10.158,4.083,20.039
39001,1892-06-22,9.887,4.017,19.148
39001,1892-06-23,9.77,3.967,24.324
39001,1892-06-24,9.951,3.949,27.651
39001,1892-06-25,10.538,3.975,27.325
39001,1892-06-26,11.662,4.054,25.27
39001,1892-06-27,12.536,4.127,29.225
39001,1892-06-28,12.385,4.08,42.181
39001,1892-06-29,12.229,4.051,42.135
39001,1892-06-30,12.372,4.066,37.054
39001,1892-07-01,12.884,4.134,32.005
39001,1892-07-02,13.852,4.267,32.793
39001,1892-07-03,13.623,4.216,33.227
39001,1892-07-04,13.131,4.145,37.123
39001,1892-07-05,12.752,4.092,37.957
39001,1892-07-06,12.71,4.096,40.8
39001,1892-07-07,13.137,4.183,42.779
39001,1892-07-08,14.172,4.376,35.482
39001,1892-07-09,16.01,4.702,42.123
39001,1892-07-10,15.833,4.662,42.903
39001,1892-07-11,15.196,4.581,52.731
39001,1892-07-12,14.652,4.512,36.776
39001,1892-07-13,14.352,4.485,36.444
39001,1892-07-14,14.408,4.527,33.276
39001,1892-07-15,14.906,4.658,32.718
39001,1892-07-16,15.982,4.906,35.106
39001,1892-07-17,16.182,4.984,35.547
39001,1892-07-18,15.991,4.998,39.014
39001,1892-07-19,16.167,5.123,38.736
39001,1892-07-20,17.158,5.493,46.286
39001,1892-07-21,18.352,5.986,56.361
39001,1892-07-22,19.949,6.696,50.096
39001,1892-07-23,22.081,7.022,54.718
39001,1892-07-24,21.571,7.34,55.576
39001,1892-07-25,20.516,7.468,55.543
39001,1892-07-26,19.542,7.303,44.566
39001,1892-07-27,18.64,7.141,38.964
39001,1892-07-28,17.802,6.983,40.502
39001,1892-07-29,17.023,6.828,40.938
39001,1892-07-30,16.296,6.678,41.052
39001,1892-07-31,15.618,6.531,38.249
39001,1892-08-01,14.984,6.39,33.625
39001,1892-08-02,14.392,5.655,31.308
39001,1892-08-03,13.836,5.021,28.258
39001,1892-08-04,13.315,4.532,25.716
39001,1892-08-05,12.825,4.143,23.566
39001,1892-08-06,12.376,3.843,21.816
39001,1892-08-07,12.005,3.657,20.529
39001,1892-08-08,11.741,3.599,19.422
39001,1892-08-09,11.608,3.683,18.956
39001,1892-08-10,11.621,3.925,18.567
39001,1892-08-11,11.439,4.349,18.201
39001,1892-08-12,11.14,4.993,17.857
39001,1892-08-13,10.788,5.192,17.535
39001,1892-08-14,10.449,5.094,17.236
39001,1892-08-15,10.137,5.001,16.958
39001,1892-08-16,9.853,4.912,16.703
39001,1892-08-17,9.598,4.683,16.47
39001,1892-08-18,9.363,4.281,24.653
39001,1892-08-19,9.298,4.27,23.413
39001,1892-08-20,9.479,4.715,18.563
39001,1892-08-21,9.97,4.796,17.031
39001,1892-08-22,10.854,4.947,19.077
39001,1892-08-23,10.759,4.885,22.021
39001,1892-08-24,10.512,4.82,29.739
39001,1892-08-25,10.385,4.784,21.691
39001,1892-08-26,10.404,4.783,22.322
39001,1892-08-27,10.74,4.89,70.511
39001,1892-08-28,11.237,5.151,85.996
39001,1892-08-29,12.646,5.822,86.414
39001,1892-08-30,15.689,6.147,75.179
39001,1892-08-31,22.518,6.383,103.352
39001,1892-09-01,23.923,6.655,103.91
39001,1892-09-02,23.284,7.052,129.723
39001,1892-09-03,22.635,7.465,99.683
39001,1892-09-04,22.204,7.737,93.705
39001,1892-09-05,21.742,8.088,46.188
39001,1892-09-06,21.23,8.509,52.032
39001,1892-09-07,20.328,8.993,61.884
39001,1892-09-08,19.406,8.944,64.63
39001,1892-09-09,18.552,8.806,54.792
39001,1892-09-10,17.76,8.672,45.669
39001,1892-09-11,17.025,8.539,40.008
39001,1892-09-12,16.34,7.581,36.344
39001,1892-09-13,15.7,6.545,33.278
39001,1892-09-14,15.102,5.811,30.621
39001,1892-09-15,14.54,5.265,28.22
39001,1892-09-16,14.011,4.841,25.865
39001,1892-09-17,13.513,4.502,23.735
39001,1892-09-18,13.044,4.223,21.917
39001,1892-09-19,12.614,4.002,20.426
39001,1892-09-20,12.296,3.911,21.24
39001,1892-09-21,12.302,4.176,36.827
39001,1892-09-22,12.944,5.195,37.994
39001,1892-09-23,14.51,7.524,39.114
39001,1892-09-24,16.97,8.787,36.956
39001,1892-09-25,19.259,8.886,43.443
39001,1892-09-26,18.964,9.037,57.211
